title,description,points,price,variety,region_1,variety_region
Ross Andrew 2013 The Huntsman Cabernet Sauvignon (Columbia Valley (WA)),"Herb and barrel spice aromas are light, with a high-toned berry top note. The black-fruit flavors are smooth and sultry. You want more from the aromas but the flavors quickly compensate.",89,15.0,Cabernet Sauvignon,Columbia Valley (WA),Cabernet Sauvignon-Columbia Valley (WA)
Mirassou 2010 Cabernet Sauvignon (California),"This Cab is pretty thin in flavor, with some unripeness that gives it a green mintiness. However, it has a good core of blackberry flavor. Call it a rustic sipper and drink it now with simple fare.",83,12.0,Cabernet Sauvignon,California,Cabernet Sauvignon-California
J Wilkes 2014 Pinot Noir (Sta. Rita Hills),"Tart pomegranate and cranberry meet with strong sagebrush and mace on the nose of this fairly priced bottling. The palate shows nutmeg, pine needle and juniper seasonings, which give depth to the bright and crisp cranberry-orange rind backbone. Pencil shavings add to the complexity.",88,30.0,Pinot Noir,Sta. Rita Hills,Pinot Noir-Sta. Rita Hills
Lamadrid 2013 Single Vineyard Gran Reserva Cabernet Franc (Agrelo),"Earthy aromas of Boston baked beans and stewed berry fruits set up a stout, dense, ripe palate. This wine tastes of baked berries and cassis. A finish with spice-cake flavors feels dense and meaty, with a savory aftertaste.",91,24.0,Cabernet Franc,Agrelo,Cabernet Franc-Agrelo
Mendel 2016 Semillon (Mendoza),"Aromas of pear, corn and sweat are difficult. In the mouth this wine is extra tight and acidic, then chalky on the back palate. Short, sour flavors of gooseberry end quickly on a zingy finish.",83,25.0,Sémillon,Mendoza,Sémillon-Mendoza
Comtesse Thérèse 2007 Aquebogue Estate Cabernet Sauvignon (North Fork of Long Island),"Accents of vanilla, fresh mint and graham cracker crumbs add a touch of complexity to the ripe black plum and cherry flavors on Comtesse Thérèse's Aquebogue Estate. Elegantly structured with a brisk, lean acidity and soft, powdery tannins.",88,25.0,Cabernet Sauvignon,North Fork of Long Island,Cabernet Sauvignon-North Fork of Long Island
Château Haut Bages Libéral 2014  Pauillac,"The estate, under the direction of Claire Lurton, continues its slow regular progress. In this vintage, the emphasis is on the fruit, which is forward and full of black-currant flavors. There is a good medium-term potential to this ripely attractive wine. Drink starting from 2022.",93,,Bordeaux-style Red Blend,Pauillac,Bordeaux-style Red Blend-Pauillac
Grevino 2014 Estate Vineyards Syrah (Santa Maria Valley),"Concentrated cassis and black plum aromas meet pepper, tar and pressed violet notes on the nose of this bottling. The well-structured palate is fresh and floral, with peppery spice, tart blackberry flavors and sticky tannins, but is very reserved at this stage of its life.",87,55.0,Syrah,Santa Maria Valley,Syrah-Santa Maria Valley
Lot 205 2008 Chardonnay (California),"Another Best Buy for this delightful everyday Chardonnay. Shows flavors of peaches and cream, buttered toast and pineapples, with a nice, flowery edge.",85,10.0,Chardonnay,California,Chardonnay-California
Domaine le Bout du Lieu 2007 Orbe Noir Malbec (Cahors),A very fine wine with some bottle age that has given the dense tannins a chance to integrate beautifully into its sweet fruit. There is a bitter chocolate edge that comes from the wood aging. It has a dark and very structured aftertaste.,91,29.0,Malbec,Cahors,Malbec-Cahors
Brugnano 2010 V90 Nero d'Avola (Sicilia),"V90 is a soft red with bold fruit concentration and sweet aromas of jammy fruit, candied almond, vanilla and Christmas spice. It's a well-made wine with an easy approach and a bold mouthfeel.",87,15.0,Nero d'Avola,Sicilia,Nero d'Avola-Sicilia
Duca di Salaparuta 2009 Passo delle Mule Suar Marchesa Nero d'Avola (Sicilia),"Duca di Salaparuta sources fruit from vineyard sites spanning the island of Sicily. From the Passo delle Mule location, this bright Nero d'Avola is generous in terms of its fruit-forward aromatic profile. The mouthfeel is firm, polished and crisp.",87,18.0,Nero d'Avola,Sicilia,Nero d'Avola-Sicilia
Osprey's Dominion 2013 Reserve Cabernet Sauvignon (North Fork of Long Island),"A little bit of the old world mixed in with the new, this elegant North Fork Cab balances lush black-cherry and plum flavors against savory accents of bramble, barnyard and dried porcini. Bright acidity lifts the midpalate and leads a long, delicately tannic finish.",88,35.0,Cabernet Sauvignon,North Fork of Long Island,Cabernet Sauvignon-North Fork of Long Island
Château d'Or et de Gueules 2011 Les Cimels Red (Costières de Nîmes),"Full-bodied and chewy, this blend of 60% Syrah, 30% Carignan and 10% Grenache is a spicy, garrigue-laden wine. Notes of cinnamon and cracked pepper accent black cherry fruit, turning to licorice on the dusty finish. Drink now–2018.",89,20.0,Rhône-style Red Blend,Costières de Nîmes,Rhône-style Red Blend-Costières de Nîmes
Della 2014 Pinot Noir (Sonoma Coast),"There's weightiness to this big, bold, flavorful wine that exhibits concentrated berry and cherry cola that persist in a full-bodied way. Accents of minty earth and floral aromatics provide a hint of herb and lightness.",88,60.0,Pinot Noir,Sonoma Coast,Pinot Noir-Sonoma Coast
Valentin Bianchi 2011 Leo Premium Malbec (Mendoza),"Roasted, savory, earthy berry ?aromas come with a spot of leafy green on this Malbec. The palate is saturated and a touch narrow in feel, while flavors of black cherry, cassis, baked blackberry and cured meat finish with creamy oak notes and a strong hint of bacon. Drink through 2018.",90,30.0,Malbec,Mendoza,Malbec-Mendoza
Domaine du Fief aux Dames 2013 Sur Lie  (Muscadet Sèvre et Maine),"This is just right, balanced with plenty of crisp citrus fruit and a warmer, ripe background of green plums and even apricots. The combination gives the wine weight and even a touch of richness.",87,13.0,Melon,Muscadet Sèvre et Maine,Melon-Muscadet Sèvre et Maine
Hugel 2009 Classic Pinot Gris (Alsace),"This is an attractive, fruity wine, expressing the spice and ripe fruit character of Pinot Gris. It is rich and full bodied, its white fruit mingles with notes of mango and ginger.",87,,Pinot Gris,Alsace,Pinot Gris-Alsace
Sauvion 2013  Rosé d'Anjou,"Definitely sweet, this soft, red fruit flavored rosé has enough crispness to stop it being cloying. It is fruity and ready to drink.",84,11.0,Rosé,Rosé d'Anjou,Rosé-Rosé d'Anjou
Barone Sergio 2016 Alègre Grillo (Terre Siciliane),"Fresh and lively, this opens with aromas of tropical fruit and fragrant white flower. The bright palate doles out juicy pineapple, ripe apricot and citrus zest alongside tangy acidity that lends a mouthwatering finish.",88,20.0,Grillo,Terre Siciliane,Grillo-Terre Siciliane
Barton & Guestier 2008 Originel Sauvignon Blanc (Vin de Pays du Val de Loire),"Made from organically grown grapes, this is a new wine from Barton & Guestier, a fresh, very herbaceous Sauvignon Blanc. It is bright with pear and green fruits to go with a big twist of lemon. Screwcap.",85,,Sauvignon Blanc,Vin de Pays du Val de Loire,Sauvignon Blanc-Vin de Pays du Val de Loire
Cantine del Notaio 2006 Il Repertorio  (Aglianico del Vulture),"Proud and distinctive, This Aglianico del Vulture has intense notes of exotic spice and freshly milled peppercorn behind aromas of blackberry and prunes. The aromas penetrate deep at the back of the nose and the dark fruit flavors are succulent, rich and make your mouth pucker. This is a big wine on so many levels. A Marc de Grazia selection, various American importers.",90,35.0,Aglianico,Aglianico del Vulture,Aglianico-Aglianico del Vulture
Bodegas Núñez 2014 Andión Albariño (Rías Baixas),"Round, creamy apple aromas open things up. This is melony and soft in feel, with flavors of cider, lemon and lychee. A tropical-leaning finish is solid but suggestive of a wine in decline. Drink immediately.",86,16.0,Albariño,Rías Baixas,Albariño-Rías Baixas
Spindrift Cellars 2013 Bovine Vineyards Pinot Noir (Willamette Valley),The fragrant mix of flowers and fruit introduces a wine already moving into secondary fruit flavors. Strawberry and cherry components are softened with highlights of cola and caramel. There's a hint of orange creeping into the hue around the rim. Drink now through 2018.,90,28.0,Pinot Noir,Willamette Valley,Pinot Noir-Willamette Valley
Gundlach Bundschu 2009 Tempranillo Rosé (Sonoma Valley),"Very rich, spicy and full-bodied for a rosé. The raspberry and strawberry flavors have a grilled, caramelized quality, making for a slightly sweet finish. Fortunately, there is high acidity, giving this high octane rosé needed crispness.",88,22.0,Rosé,Sonoma Valley,Rosé-Sonoma Valley
Lucien Albrecht 2007 Cuvée Henri Riesling (Alsace),"A fascinating nose, with grapefruit, kiwi, citrus, orange rind and hay that fold in to a peach/pear structure in the mouth. Very light and almost austere on the finish, this is a Riesling that would be at home at a raw bar. Drink now to 2012.",88,30.0,Riesling,Alsace,Riesling-Alsace
Pinino 2006  Brunello di Montalcino,"This textbook Brunello boasts a careful balance of elements. Sweet cherry and vanilla aromas segue to austere notes of exotic spice, cola and waxed leather. This is a tempered but elegant wine that would match savory duck with wild rice.",92,,Sangiovese Grosso,Brunello di Montalcino,Sangiovese Grosso-Brunello di Montalcino
Erik Banti 2012  Morellino di Scansano,"Made with 85% Sangiovese, 10% Alicante Bouschet and 5% Merlot, this savory red delivers aromas and flavors of underbrush, black cherry, licorice and a hint of Mediterranean herb. It's easy drinking and balanced with lithe tannins.",88,13.0,Red Blend,Morellino di Scansano,Red Blend-Morellino di Scansano
Isole e Olena 2010 Cepparello Sangiovese (Toscana),"It opens with an enticing fragrance of black berries, toast, Mediterranean spices and a touch of vanilla. The vibrant, youthful palate delivers a core of black cherry accented with black pepper layered with mocha, mint and tobacco notes. The racy acidity and solid but brooding tannins demonstrate that this wine still needs time to develop to its extraordinary potential. Drink 2018–2035.",96,80.0,Sangiovese,Toscana,Sangiovese-Toscana
Otazu 2014 Rosado Merlot (Navarra),"This Merlot-based rosé smells cheesy and not all that fruity. Chunky and obtuse on the palate, this tastes of generic citrus and berry fruits. An adequate finish is par for the course.",84,12.0,Merlot,Navarra,Merlot-Navarra
Dutton-Goldfield 2010 Dutton Ranch Freestone Hill Vineyard Pinot Noir (Russian River Valley),"Acidity dominates this wine, giving it a tartness—like a squeeze of lime juice. Past that is an enormously rich, dry, vibrant wine, explosive in raspberries, cherries and ripe, sweet persimmons. New French oak, with its caramel-like toastiness, is perfectly in keeping with the wine's volume. It's a bit disjointed now, but give it 3–4 years in the cellar, and it should come around.",91,72.0,Pinot Noir,Russian River Valley,Pinot Noir-Russian River Valley
Charles Smith 2014 Chateau Smith Cabernet Sauvignon (Washington),"Coming from a downright hot vintage, this wine offers quite pure aromas of black currant and black fruit. The palate brings more of the same, giving a very pure unencumbered-by-new-oak look at Washington Cabernet. Lightly grippy tannins provide support.",90,20.0,Cabernet Sauvignon,Washington,Cabernet Sauvignon-Washington
B.R. Cohn 2010 Sangiacomo Vineyard Chardonnay (Carneros),"This is big and strongly flavored. It has a ton of ripe, zingy apricot, mango and orange flavors wrapped into a buttery, creamy texture.",87,35.0,Chardonnay,Carneros,Chardonnay-Carneros
Marqués del Campo 2010  Ribera del Duero,"Earthy, syrupy aromas come with a spot of green and a touch of earthy mulch. This is bulky and flabby in feel as it struggles for balance. Thick berry flavors are matched by green, herbal, mossy notes, while the finish is chewy in feel and baked in flavor.",85,16.0,Tempranillo,Ribera del Duero,Tempranillo-Ribera del Duero
Flora Springs 2010 Barrel Fermented Chardonnay (Napa Valley),"This bottling has been variable over the decades, but this 2010 shows fine form, a good sign coming on the heels of the excellent 2009. It's richly oaked and flashy in pineapple jam, buttered toast and creamy, yeasty flavors.",90,30.0,Chardonnay,Napa Valley,Chardonnay-Napa Valley
Patton Valley 2010 Lorna Marie Pinot Noir (Willamette Valley),"The Lorna Marie is the winery's reserve, and it has exceptional concentration and depth. Berry and cherry dominate, spiced up with a pumpkin pie accent. Round, rich and full, yet moderate in alcohol, this is a fine expression of Oregon Pinot Noir in a challenging vintage.",92,70.0,Pinot Noir,Willamette Valley,Pinot Noir-Willamette Valley
Old Ghost 2007 Old Vine Zinfandel (Lodi),"Very high in alcohol but wears it well, showing a soft, lush texture and lots of fruit flavors. Waves of cherries, raspberries, currants and plums wash across the palate, with a rich edge of milk chocolate. The finish is dry and wonderfully spicy.",90,37.0,Zinfandel,Lodi,Zinfandel-Lodi
Chateau Ste. Michelle 1999 Reserve Chardonnay (Columbia Valley (WA)),"The Chateau's reserve is not their best Chardonnay (that honor belongs to the Cold Creek) but it's their most accessible, made in a powerful, lush style with softer fruit and more obvious new oak. Fleshy, full-bodied and showing lively spice, it's a drink-me-now pleasure.",90,31.0,Chardonnay,Columbia Valley (WA),Chardonnay-Columbia Valley (WA)
